BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;5930;80;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;5399;160;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;7949;320;false;
DRESDEN/amazons;PROVER;2015-04-26;PROVER;2015-04-26;6466;5;false;
DRESDEN/amazons;PROVER;2015-04-26;PROVER;2015-04-26;6277;10;false;
DRESDEN/amazons;PROVER;2015-04-26;PROVER;2015-04-26;6238;20;false;
DRESDEN/amazons;PROVER;2015-04-26;PROVER;2015-04-26;7359;40;false;
DRESDEN/amazons;PROVER;2015-04-26;PROVER;2015-04-26;10999;80;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;845;5;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;835;10;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;821;20;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;896;40;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;867;80;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;1183;160;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;1504;320;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;2195;640;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;3286;1280;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;4263;2560;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;5989;5120;false;
BASE/asteroidsSerial;PROVER;2015-04-26;PROVER;2015-04-26;7803;10240;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;910;5;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;1256;10;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;793;20;false;
