BASE/2pttc;PROVER;2015-04-26;true;;30000;33062;1193
BASE/conn4;PROVER;2015-04-26;true;;30001;12996;623
BASE/snakeAssemblit;PROVER;2015-04-26;true;;30002;9704;1188
DRESDEN/4pttc;PROVER;2015-04-26;true;;30000;26855;847
DRESDEN/chinesecheckers4;PROVER;2015-04-26;true;;30001;14913;258
DRESDEN/catcha_mouse;PROVER;2015-04-26;true;;30000;33387;2521
DRESDEN/othello-cornercontrol;PROVER;2015-04-26;true;;30549;45;0
DRESDEN/connectfoursuicide;PROVER;2015-04-26;true;;30000;24456;1082
DRESDEN/backgammon;PROVER;2015-04-26;true;;30005;5597;27
DRESDEN/brain_teaser_extended;PROVER;2015-04-26;true;;30000;83679;5578
BASE/ruleDepthExponential;PROVER;2015-04-26;true;;30001;31254;15569
BASE/sudokuGrade6E;PROVER;2015-04-26;true;;30042;547;11
STANFORD/chinook;PROVER;2015-04-26;true;;30001;14149;353
BASE/brawl;PROVER;2015-04-26;true;;30001;3215;321
DRESDEN/quarto;PROVER;2015-04-26;true;;30000;34657;1483
DRESDEN/connect5;PROVER;2015-04-26;true;;30000;11564;254
DRESDEN/knightwar;PROVER;2015-04-26;true;;30000;37302;4350
BASE/bomberman2p;PROVER;2015-04-26;true;;30000;30062;3830
BASE/choicethroughalt;PROVER;2015-04-26;true;;30002;10294;261
DRESDEN/small_dominion;PROVER;2015-04-26;true;;30000;2589;90
STANFORD/tictactoe;PROVER;2015-04-26;true;;30000;82017;10757
BASE/kalaha_2009;PROVER;2015-04-26;true;;30000;51651;618
DRESDEN/twisty-passages;PROVER;2015-04-26;true;;30000;162687;817
BASE/knightazons;PROVER;2015-04-26;true;;30000;6060;90
DRESDEN/tictactoe_orthogonal;PROVER;2015-04-26;true;;30000;87080;10890
BASE/ticTacToeLargeSuicide;PROVER;2015-04-26;true;;30000;35308;1491
BASE/snake_2008;PROVER;2015-04-26;true;;30000;10625;653
BASE/tictactoe_3d_2player;PROVER;2015-04-26;true;;30001;6616;175
BASE/gt_coordination;PROVER;2015-04-26;true;;30000;233496;11674
BASE/coins_atomic;PROVER;2015-04-26;true;;30001;6418;2577
BASE/quad_5x5;PROVER;2015-04-26;true;;30122;471;33
DRESDEN/knightstour;PROVER;2015-04-26;true;;30000;325277;67032
DRESDEN/chomp;PROVER;2015-04-26;true;;30000;62809;8913
DRESDEN/chinesecheckers1;PROVER;2015-04-26;true;;30000;44315;1558
DRESDEN/ggp-course2013_michal13;PROVER;2015-04-26;true;;30057;347;10
STANFORD/multiplebuttonsandlights;PROVER;2015-04-26;true;;30000;316198;52699
BASE/hanoi_6_disks;PROVER;2015-04-26;true;;30000;152606;42861
DRESDEN/sat_test_20v_91c_version2;PROVER;2015-04-26;true;;30001;24739;1236
BASE/tictactoe_3d_6player;PROVER;2015-04-26;true;;30003;5164;49
DRESDEN/3qbf-5cnf-20var-40cl.1.qdimacs.SAT;PROVER;2015-04-26;true;;30000;26599;458
BASE/simultaneousWin2;PROVER;2015-04-26;true;;30000;25132;399
DRESDEN/chinesecheckers6-simultaneous;PROVER;2015-04-26;true;;30001;7308;313
BASE/othelloHoles;PROVER;2015-04-26;true;;30101;97;1
BASE/ruleDepthLinear;PROVER;2015-04-26;true;;30000;729868;365841
BASE/factoringEasyTurtleBrain;PROVER;2015-04-26;true;;30000;92100;1535
BASE/chineseCheckers6;PROVER;2015-04-26;true;;30000;30717;512
STANFORD/selectivesukoshi;PROVER;2015-04-26;true;;30000;1724;56
DRESDEN/troublemaker01;PROVER;2015-04-26;true;;30000;422239;140780
BASE/coins;PROVER;2015-04-26;true;;30004;6262;2489
BASE/checkers-mustjump;PROVER;2015-04-26;true;;30005;4699;91
BASE/snake_2009;PROVER;2015-04-26;true;;30000;11309;741
BASE/lightsOnParallel;PROVER;2015-04-26;true;;30000;88828;4484
DRESDEN/gt_chicken;PROVER;2015-04-26;true;;30000;181394;9069
BASE/3pttc;PROVER;2015-04-26;true;;30000;31886;1101
BASE/sum15;PROVER;2015-04-26;true;;30000;101071;13264
BASE/doubletictactoe;PROVER;2015-04-26;true;;30000;32191;3869
DRESDEN/chinesecheckers2;PROVER;2015-04-26;true;;30000;35988;950
DRESDEN/endgame;PROVER;2015-04-26;true;;30001;9016;644
BASE/3pConnectFour;PROVER;2015-04-26;true;;30001;15470;442
BASE/quad;PROVER;2015-04-26;true;;40796;41;0
DRESDEN/3qbf-5cnf-20var-40cl.0.qdimacs;PROVER;2015-04-26;true;;30000;28216;479
STANFORD/hex;PROVER;2015-04-26;true;;30008;5078;71
DRESDEN/Goldrush;PROVER;2015-04-26;true;;30000;31274;4178
DRESDEN/uf20-010.cnf.SAT;PROVER;2015-04-26;true;;30000;29808;1490
BASE/blocksWorldParallel;PROVER;2015-04-26;true;;30000;21385;7128
DRESDEN/double_tictactoe_dengji;PROVER;2015-04-26;true;;30000;34321;2410
DRESDEN/battlebrushes;PROVER;2015-04-26;true;;30070;1881;99
DRESDEN/troublemaker02;PROVER;2015-04-26;true;;30000;480347;159969
DRESDEN/3pffa;PROVER;2015-04-26;true;;30000;38776;1292
BASE/gt_ultimatum;PROVER;2015-04-26;true;;30000;166885;8344
BASE/gt_centipede;PROVER;2015-04-26;true;;30000;272429;136152
BASE/wallmaze;PROVER;2015-04-26;true;;30001;18634;642
DRESDEN/cubicup;PROVER;2015-04-26;true;;30000;7944;141
BASE/beatMania;PROVER;2015-04-26;true;;30000;166998;2783
DRESDEN/roshambo2;PROVER;2015-04-26;true;;30000;317759;37379
BASE/bunk_t;PROVER;2015-04-26;true;;30000;30730;3675
DRESDEN/golden_rectangle;PROVER;2015-04-26;true;;30000;7729;259
DRESDEN/lightson2x2;PROVER;2015-04-26;true;;30000;150908;15090
DRESDEN/3qbf-5cnf-20var-40cl.2.qdimacs.SAT;PROVER;2015-04-26;true;;30001;26063;445
BASE/factoringMediumTurtleBrain;PROVER;2015-04-26;true;;30000;26190;311
BASE/peg;PROVER;2015-04-26;true;;30000;17075;701
STANFORD/tictactoe3;PROVER;2015-04-26;true;;30000;68719;25740
BASE/chineseCheckers4;PROVER;2015-04-26;true;;30000;28326;491
DRESDEN/crossers3;PROVER;2015-04-26;true;;30000;20896;1593
BASE/tpeg;PROVER;2015-04-26;true;;30000;17010;1378
BASE/connectFourSuicide;PROVER;2015-04-26;true;;30000;25635;1141
BASE/crissrace;PROVER;2015-04-26;true;;30000;20875;468
DRESDEN/CatchMeIfYouCanTest;PROVER;2015-04-26;true;;30000;178724;5341
BASE/hexPie;PROVER;2015-04-26;true;;30002;4433;62
BASE/breakthrough;PROVER;2015-04-26;true;;30002;12589;197
DRESDEN/bidding-tictactoe_10coins;PROVER;2015-04-26;true;;30000;60873;4121
STANFORD/multiplesukoshi;PROVER;2015-04-26;true;;30002;2794;62
BASE/kalaha6x2x4;PROVER;2015-04-26;true;;30000;54771;294
BASE/firefighter;PROVER;2015-04-26;true;;30000;152563;3481
DRESDEN/logistics;PROVER;2015-04-26;true;;30000;36122;722
BASE/duplicateStateLarge;PROVER;2015-04-26;true;;30000;116711;8336
DRESDEN/tictictoe;PROVER;2015-04-26;true;;30000;49039;9744
STANFORD/ttcc4;PROVER;2015-04-26;true;;30001;20573;374
BASE/hitori;PROVER;2015-04-26;true;;30005;2222;22
BASE/chineseCheckers3;PROVER;2015-04-26;true;;30000;55367;1022
BASE/duplicateStateMedium;PROVER;2015-04-26;true;;30000;185517;20613
DRESDEN/queens;PROVER;2015-04-26;true;;30000;10823;1082
BASE/blockerParallel;PROVER;2015-04-26;true;;30000;20622;2941
BASE/othello-comp2007;PROVER;2015-04-26;true;;30072;83;1
BASE/asteroidsSerial;PROVER;2015-04-26;true;;30000;70119;750
DRESDEN/connectfour;PROVER;2015-04-26;true;;30000;25861;1171
